It took 1.1185 seconds to compute the Mandelbrot set
It took 0.2712 seconds to dump the image to a file
         1255714 function calls (1235126 primitive calls) in 1.924 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.000    0.000 dviread.py:184(decorate)
        1    0.000    0.000    0.000    0.000 colorizer.py:65(_scale_norm)
       99    0.000    0.000    0.000    0.000 _parser.py:448(_uniq)
        1    0.000    0.000    0.000    0.000 colorizer.py:215(autoscale_None)
       13    0.000    0.000    0.000    0.000 core.py:8766(getdoc)
       46    0.000    0.000    0.000    0.000 artist.py:1124(set_zorder)
        7    0.000    0.000    0.000    0.000 core.py:5978(__add__)
       27    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
     1063    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       65    0.000    0.000    0.000    0.000 Image.py:588(_new)
      370    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        9    0.000    0.000    0.000    0.000 _backend_tk.py:797(_is_dark)
       76    0.000    0.000    0.000    0.000 numerictypes.py:475(issubdtype)
     1364    0.000    0.000    0.000    0.000 inspect.py:3102(parameters)
       21    0.000    0.000    0.000    0.000 artist.py:1013(set_alpha)
       19    0.000    0.000    0.000    0.000 cycler.py:206(_from_iter)
      169    0.000    0.000    0.000    0.000 core.py:2440(__new__)
       36    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 unicode.py:123(pyparsing_unicode)
      234    0.000    0.000    0.000    0.000 weakref.py:451(get)
       36    0.000    0.000    0.000    0.000 transforms.py:1833(frozen)
       35    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
      167    0.000    0.000    0.000    0.000 __init__.py:1354(_val_or_rc)
        1    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
      247    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
       65    0.000    0.000    0.000    0.000 results.py:454(__iadd__)
        1    0.000    0.000    0.000    0.000 collections.py:28(Collection)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:1(<module>)
       36    0.000    0.000    0.000    0.000 transforms.py:315(ymax)
       41    0.000    0.000    0.000    0.000 transforms.py:2667(__init__)
      165    0.000    0.000    0.000    0.000 rcsetup.py:151(validate_bool)
      250    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        8    0.000    0.000    0.000    0.000 Image.py:3166(frombuffer)
        1    0.000    0.000    0.000    0.000 image.py:867(__init__)
       18    0.000    0.000    0.000    0.000 lines.py:746(_get_transformed_path)
      109    0.000    0.000    0.000    0.000 __init__.py:1342(is_interactive)
      103    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       35    0.000    0.000    0.000    0.000 transforms.py:310(xmax)
        6    0.000    0.000    0.000    0.000 ticker.py:785(_set_order_of_magnitude)
     1276    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      249    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
      248    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
     1006    0.000    0.000    0.000    0.000 artist.py:292(axes)
    19/18    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       85    0.000    0.000    0.000    0.000 typing.py:341(_unpack_args)
       99    0.000    0.000    0.000    0.000 text.py:1010(set_horizontalalignment)
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
       54    0.000    0.000    0.000    0.000 ticker.py:552(_format_maybe_minus_and_locale)
      215    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       65    0.000    0.000    0.000    0.000 inspect.py:2131(_signature_is_builtin)
      239    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       11    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
       11    0.000    0.000    0.000    0.000 cbook.py:305(_connect_picklable)
      577    0.000    0.000    0.000    0.000 _parser.py:171(__setitem__)
        1    0.000    0.000    0.000    0.000 image.py:250(__init__)
       36    0.000    0.000    0.000    0.000 dataclasses.py:709(_is_type)
       42    0.000    0.000    0.000    0.000 getlimits.py:93(_float_to_float)
        4    0.000    0.000    0.000    0.000 typing.py:1634(__getitem__)
       12    0.000    0.000    0.000    0.000 functools.py:677(cache)
        9    0.000    0.000    0.000    0.000 _backend_tk.py:793(_get_color)
       35    0.000    0.000    0.000    0.000 transforms.py:305(ymin)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
       11    0.000    0.000    0.000    0.000 patches.py:395(set_facecolor)
       24    0.000    0.000    0.000    0.000 transforms.py:1613(transform_path_non_affine)
       63    0.000    0.000    0.000    0.000 font_manager.py:811(set_variant)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _local.py:800(expanduser)
      375    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
       12    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
       18    0.000    0.000    0.000    0.000 lines.py:731(_transform_path)
        2    0.000    0.000    0.000    0.000 ticker.py:2916(__init__)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       12    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
       60    0.000    0.000    0.000    0.000 lines.py:1231(set_markeredgecolor)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
       54    0.000    0.000    0.000    0.000 transforms.py:2918(_interval_contains_close)
      215    0.000    0.000    0.000    0.000 _parser.py:954(fix_flags)
        7    0.000    0.000    0.000    0.000 _backend_tk.py:951(add_tooltip)
       33    0.000    0.000    0.000    0.000 <frozen _collections_abc>:979(update)
      236    0.000    0.000    0.000    0.000 shape_base.py:208(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
       71    0.000    0.000    0.000    0.000 transforms.py:2413(transform_non_affine)
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
       11    0.000    0.000    0.000    0.000 patches.py:388(_set_facecolor)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:1(<module>)
      137    0.000    0.000    0.000    0.000 colors.py:1012(__init__)
       60    0.000    0.000    0.000    0.000 lines.py:1143(set_linewidth)
        1    0.000    0.000    0.000    0.000 gridspec.py:144(get_grid_positions)
  261/128    0.000    0.000    0.000    0.000 transforms.py:2401(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       31    0.000    0.000    0.000    0.000 glob.py:424(select_wildcard)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2477(any)
       12    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        2    0.000    0.000    0.000    0.000 ticker.py:2056(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:3142(__new__)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:342(Legend)
      488    0.000    0.000    0.000    0.000 colors.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 _base.py:3752(set_xlim)
      124    0.000    0.000    0.000    0.000 artist.py:268(convert_xunits)
        2    0.000    0.000    0.000    0.000 cbook.py:58(_get_running_interactive_framework)
        4    0.000    0.000    0.000    0.000 colors.py:2612(_make_norm_from_scale)
        8    0.000    0.000    0.000    0.000 _local.py:354(with_name)
        8    0.000    0.000    0.000    0.000 core.py:3051(__array_finalize__)
       60    0.000    0.000    0.000    0.000 lines.py:1423(set_dash_capstyle)
      147    0.000    0.000    0.000    0.000 TiffTags.py:35(__new__)
      184    0.000    0.000    0.000    0.000 typing.py:1478(<genexpr>)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
       14    0.000    0.000    0.000    0.000 deprecation.py:185(finalize)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _methods.py:98(_clip)
        1    0.000    0.000    0.000    0.000 _linalg.py:2442(lstsq)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
        2    0.000    0.000    0.000    0.000 patches.py:654(get_window_extent)
        2    0.000    0.000    0.000    0.000 ticker.py:2116(set_params)
       26    0.000    0.000    0.000    0.000 core.py:972(__init__)
       29    0.000    0.000    0.000    0.000 __init__.py:1410(_fixupParents)
       60    0.000    0.000    0.000    0.000 lines.py:1251(set_markerfacecoloralt)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 ImageOps.py:1(<module>)
       38    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:413(_broadcast_shape)
       11    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        2    0.000    0.000    0.000    0.000 colorizer.py:53(__init__)
      151    0.000    0.000    0.000    0.000 inspect.py:1805(_shadowed_dict)
      526    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      323    0.000    0.000    0.000    0.000 __init__.py:821(__iter__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1008(TimerBase)
        1    0.000    0.000    0.000    0.000 lines.py:230(Line2D)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1704(_array_str_implementation)
       15    0.000    0.000    0.000    0.000 transforms.py:1088(__init__)
       11    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       21    0.000    0.000    0.000    0.000 cbook.py:133(_weak_or_strong_ref)
       13    0.000    0.000    0.000    0.000 __init__.py:2580(pack_configure)
       66    0.000    0.000    0.000    0.000 __init__.py:106(_cnfmerge)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:578(_ReducedHCT_Element)
      644    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       36    0.000    0.000    0.000    0.000 text.py:901(get_unitless_position)
        6    0.000    0.000    0.000    0.000 backend_bases.py:2229(mpl_connect)
        1    0.000    0.000    0.000    0.000 _base.py:3986(set_ylim)
        1    0.000    0.000    0.000    0.000 patches.py:2380(BoxStyle)
       66    0.000    0.000    0.000    0.000 axis.py:753(get_transform)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:107(Disposal)
        1    0.000    0.000    0.000    0.000 results.py:1(<module>)
       52    0.000    0.000    0.000    0.000 typing.py:3794(__getattr__)
       60    0.000    0.000    0.000    0.000 lines.py:1085(set_drawstyle)
        6    0.000    0.000    0.000    0.000 enum.py:1596(__or__)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _linalg.py:557(inv)
        4    0.000    0.000    0.000    0.000 functools.py:878(register)
        1    0.000    0.000    0.000    0.000 calendar.py:60(Month)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
       30    0.000    0.000    0.000    0.000 __init__.py:1480(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:451(open)
      977    0.000    0.000    0.000    0.000 font_manager.py:717(get_family)
      124    0.000    0.000    0.000    0.000 artist.py:280(convert_yunits)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _histograms_impl.py:1(<module>)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1989(_switch_canvas_and_return_print_method)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
       18    0.000    0.000    0.000    0.000 core.py:1048(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:3325(__init__)
      107    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 figure.py:123(__init__)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        4    0.000    0.000    0.000    0.000 ast.py:54(literal_eval)
        1    0.000    0.000    0.000    0.000 core.py:6752(__new__)
        5    0.000    0.000    0.000    0.000 PngImagePlugin.py:1118(putchunk)
      248    0.000    0.000    0.000    0.000 patches.py:2353(<genexpr>)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 deprecation.py:314(delete_parameter)
       44    0.000    0.000    0.000    0.000 core.py:3139(_generateDefaultName)
       27    0.000    0.000    0.000    0.000 PngImagePlugin.py:204(crc)
       18    0.000    0.000    0.000    0.000 markers.py:345(get_transform)
       11    0.000    0.000    0.000    0.000 transforms.py:2318(blended_transform_factory)
       12    0.000    0.000    0.000    0.000 _local.py:245(_from_parsed_parts)
       10    0.000    0.000    0.000    0.000 markers.py:776(_set_tickdown)
      591    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 patches.py:1313(Arrow)
      949    0.000    0.000    0.000    0.000 font_manager.py:733(get_style)
       60    0.000    0.000    0.000    0.000 lines.py:520(set_pickradius)
       40    0.000    0.000    0.000    0.000 text.py:1054(set_fontfamily)
      949    0.000    0.000    0.000    0.000 font_manager.py:754(get_stretch)
       44    0.000    0.000    0.000    0.000 core.py:4079(<genexpr>)
       18    0.000    0.000    0.000    0.000 transforms.py:2752(__init__)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _base.py:1185(_set_position)
       13    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
      229    0.000    0.000    0.000    0.000 transforms.py:1330(<genexpr>)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:3618(round)
